PID,start,end,PF
H2G1D2_OCESG,28,250,PF06629
A1TY71_MARHV,34,255,PF06629
A1VRI7_POLNA,38,266,PF06629
Q8XX34_RALSO,53,274,PF06629
B2JUB8_PARP8,64,285,PF06629
C5AIP4_BURGB,45,266,PF06629
E6WM64_PANSA,34,258,PF06629
Q4KDD7_PSEF5,35,266,PF06629
K0CFY9_ALCDB,51,276,PF06629
Q21EA3_SACD2,54,274,PF06629
M9R4H0_9RHOB,34,261,PF06629
Q1GLX7_RUEST,33,258,PF06629
S5XPF7_PARAH,32,244,PF06629
K0I7P1_9BURK,62,295,PF06629
G2IN18_9SPHN,32,265,PF06629
Q0C023_HYPNA,34,263,PF06629
W0A8X8_9SPHN,22,251,PF06629
G2IK73_9SPHN,35,264,PF06629
D4Z732_SPHJU,49,281,PF06629
W0AIC8_9SPHN,51,281,PF06629
G2IKG1_9SPHN,48,291,PF06629
Q2N8C4_ERYLH,62,303,PF06629
F6IJD6_9SPHN,39,281,PF06629
Q1GQL1_SPHAL,91,336,PF06629
C4KD44_THASP,1,233,PF06629
A8LUF4_DINSH,41,270,PF06629
Q13XP0_PARXL,55,275,PF06629
Q7VWK5_BORPE,29,253,PF06629
Q2KWY2_BORA1,30,254,PF06629
A9IK52_BORPD,30,253,PF06629
D5CTL1_SIDLE,53,273,PF06629
H2IRS7_RAHAC,48,278,PF06629
G0AAF8_COLFT,76,306,PF06629
B9TKD5_RICCO,25,249,PF06629
D2UDG3_XANAP,48,275,PF06629
E0SBP4_DICD3,36,261,PF06629
A7MRR1_CROS8,30,256,PF06629
D8MR29_ERWBE,36,262,PF06629
H2J2L2_RAHAC,35,261,PF06629
E6WL44_PANSA,36,262,PF06629
V5UG19_9BURK,65,292,PF06629
Q8XUW8_RALSO,32,261,PF06629
B4E672_BURCJ,22,248,PF06629
Q63MG8_BURPS,33,259,PF06629
K0CDE3_ALCDB,41,259,PF06629
I3UHC2_ADVKW,45,263,PF06629
Y351_CAUVC,36,254,PF06629
B0T5I9_CAUSK,35,253,PF06629
A1AYD5_PARDP,8,223,PF06629
Q8U5G0_AGRFC,67,286,PF06629
Q98KT3_RHILO,70,289,PF06629
I3TTZ4_TISMK,37,256,PF06629
Q4KJW6_PSEF5,45,283,PF06629
B3E680_GEOLS,48,282,PF06629
A5FTR2_ACICJ,63,288,PF06629
B4EJK4_BURCJ,68,293,PF06629
C5AE78_BURGB,74,299,PF06629
Q63I47_BURPS,60,285,PF06629
Q13ME7_PARXL,73,298,PF06629
B2JUN5_PARP8,54,279,PF06629
E5AQV6_PARRH,90,315,PF06629
Q0K2A4_CUPNH,62,286,PF06629
Q1LBM1_CUPMC,74,299,PF06629
Q0BZJ8_HYPNA,32,270,PF06629
Q2G3M3_NOVAD,51,286,PF06629
D0L0M4_HALNC,43,272,PF06629
Q28NH2_JANSC,39,259,PF06629
F2J203_POLGS,38,256,PF06629
G8PGN3_PSEUV,44,255,PF06629
B1M183_METRJ,59,286,PF06629
A7IE39_XANP2,44,268,PF06629
B8EQR6_METSB,38,265,PF06629
B2IBC2_BEII9,28,252,PF06629
B9JCT1_AGRRK,50,277,PF06629
B9K191_AGRVS,45,272,PF06629
G2ILF7_9SPHN,38,262,PF06629
Q21B72_RHOPB,46,272,PF06629
Q89HW3_BRADU,113,339,PF06629
Q2KBT1_RHIEC,39,265,PF06629
B9JAJ6_AGRRK,38,264,PF06629
A9CK37_AGRFC,35,261,PF06629
Q11GI9_CHESB,39,265,PF06629
A6X3D5_OCHA4,59,281,PF06629
Q983N6_RHILO,89,313,PF06629
Q92RK6_RHIME,37,263,PF06629
D7A288_STAND,48,281,PF06629
A7IPB4_XANP2,48,275,PF06629
A8I3X2_AZOC5,51,278,PF06629
E3I629_RHOVT,46,271,PF06629
F8J8A6_HYPSM,69,297,PF06629
GER2_WHEAT,63,214,PF00190
GLT1_ARATH,64,212,PF00190
GLT3_ARATH,71,219,PF00190
GL82_ORYSJ,64,215,PF00190
GL84_ORYSJ,63,213,PF00190
GL112_ARATH,65,216,PF00190
GL19_ARATH,66,213,PF00190
GL110_ARATH,67,215,PF00190
GL18_ARATH,65,216,PF00190
GL114_ARATH,62,214,PF00190
GL16_ARATH,65,216,PF00190
GL14_ARATH,64,215,PF00190
GL12_ARATH,64,215,PF00190
GL13_ARATH,64,212,PF00190
GL17_ARATH,64,215,PF00190
GL11_ARATH,59,209,PF00190
GL31_ARATH,52,198,PF00190
GL33_ARATH,55,201,PF00190
GL32_ARATH,68,213,PF00190
GL34_ARATH,58,190,PF00190
GL11_ORYSJ,63,207,PF00190
GLB1_MAIZE,311,491,PF00190
I1JF86_SOYBN,316,455,PF00190
GLCA_SOYBN,406,545,PF00190
PAP85_ARATH,278,427,PF00190
P73510_SYNY3,237,379,PF00190
OXDC_BACSU,228,369,PF00190
OXDC_BACSU,50,192,PF00190
P73510_SYNY3,55,200,PF00190
OXDD_BACSU,236,377,PF00190
Q9FCA5_STRCO,9,156,PF00190
Q9XHW8_ORYSJ,67,216,PF00190
GL22_ARATH,59,209,PF00190
GL24_ARATH,60,209,PF00190
O64439_SOLLC,64,214,PF00190
GL23_ARATH,60,209,PF00190
GL25_ARATH,58,203,PF00190
SYA_ARATH,855,998,PF02272
SYAC_CAEEL,819,963,PF02272
SYAC_HUMAN,812,959,PF02272
SYAC_BOMMO,815,962,PF02272
SYAC_DROME,814,961,PF02272
SYAC_DICDI,822,943,PF02272
SYA_SCHPO,809,953,PF02272
SYA_YEAST,835,977,PF02272
SYA_HALSA,788,922,PF02272
SYA_PYRHO,783,914,PF02272
Q9RX13_DEIRA,288,409,PF02272
SYA_STRCO,741,885,PF02272
SYA_MYCTU,753,897,PF02272
SYA_CAUVC,739,878,PF02272
SYA_ZYMMO,743,887,PF02272
SYA_RHILO,742,885,PF02272
SYA_RHIME,742,885,PF02272
SYA_DEIRA,755,890,PF02272
SYA_PSEAE,731,870,PF02272
SYA_XYLFA,739,879,PF02272
SYA_ECOLI,732,871,PF02272
SYA_VIBCH,717,856,PF02272
SYA_HAEDU,731,870,PF02272
SYA_HAEIN,731,870,PF02272
SYA_PASMU,731,870,PF02272
SYA_SYNY3,730,872,PF02272
SYAP_ARATH,824,969,PF02272
SYA_CLOAB,736,876,PF02272
SYA_BACSU,734,874,PF02272
SYA_BACHD,735,875,PF02272
SYA_STRP1,736,872,PF02272
SYA_LACLA,735,871,PF02272
ALAXL_PYRHO,275,402,PF02272
Q9WZH4_THEMA,159,298,PF02272
SYA_AERPE,757,899,PF02272
O66728_AQUAE,160,288,PF02272
Y371_MYCGE,184,317,PF02272
Q9YFX6_AERPE,167,317,PF02272
Q98RI7_MYCPU,182,314,PF02272
NRNA_BACSU,176,309,PF02272
Q9A0L5_STRP1,176,310,PF02272
Q9K834_BACHD,176,309,PF02272
Q9PQ72_UREPA,182,314,PF02272
Q98PN0_MYCPU,186,323,PF02272
NRNA_MYCGE,183,315,PF02272
NRNA_MYCPN,190,322,PF02272
SYA_CAMJE,714,838,PF02272
SYA_AQUAE,727,865,PF02272
SYA_THEMA,729,862,PF02272
SYA_RICPR,735,875,PF02272
SYA_CHLTR,729,870,PF02272
SYA_CHLPN,726,867,PF02272
SYA_BUCAI,732,871,PF02272
SYA_UREPA,759,903,PF02272
Q83H43_TROWT,46,284,PF01048
B2HDW1_MYCMM,30,266,PF01048
A7H830_ANADF,27,278,PF01048
Q11M20_CHESB,25,272,PF01048
Q2S0P3_SALRD,10,258,PF01048
Q7URV0_RHOBA,38,302,PF01048
Q729W7_DESVH,25,271,PF01048
Q2S4Q1_SALRD,37,277,PF01048
Q0UGU0_PHANO,30,311,PF01048
Q6FNV3_CANGA,37,309,PF01048
Q17IS2_AEDAE,36,290,PF01048
O61217_CAEEL,44,297,PF01048
A9KIE8_LACP7,30,277,PF01048
Q23U21_TETTS,24,271,PF01048
A7HJP7_FERNB,21,264,PF01048
A3DEQ4_CLOTH,24,271,PF01048
Q7MWP2_PORGI,24,271,PF01048
A7HK05_FERNB,29,276,PF01048
A1BED0_CHLPD,24,271,PF01048
Q92T51_RHIME,18,261,PF01048
A0L8V4_MAGMM,6,235,PF01048
Q2LVG5_SYNAS,3,233,PF01048
Q2S0L6_SALRD,3,247,PF01048
Q985T0_RHILO,22,281,PF01048
Q2RHE2_MOOTA,9,254,PF01048
Q3ACF8_CARHZ,4,246,PF01048
Q11FN7_CHESB,5,245,PF01048
A0LR73_ACIC1,7,246,PF01048
Q0SDK3_RHOJR,7,244,PF01048
A4XKS4_CALS8,6,247,PF01048
A4YEL2_METS5,8,247,PF01048
MTAP_CHLAA,6,245,PF01048
A1CTN7_ASPCL,13,263,PF01048
MTAP_LEPIN,7,245,PF01048
A7HFR9_ANADF,5,249,PF01048
A5V641_SPHWW,5,243,PF01048
Q4DQ97_TRYCC,13,261,PF01048
A4XSN9_PSEMY,3,244,PF01048
Q21JS6_SACD2,4,250,PF01048
Q0W2D2_METAR,3,240,PF01048
A0B8I0_METTP,4,226,PF01048
Q9HP14_HALSA,16,256,PF01048
A2BLQ5_HYPBU,17,243,PF01048
B8HZU0_CLOCE,15,244,PF01048
A1RW90_THEPD,16,236,PF01048
Q1IXZ3_DEIGD,15,234,PF01048
A4X1D8_SALTO,14,234,PF01048
Q3IBX4_PSEHT,18,248,PF01048
Q828L6_STRAW,18,245,PF01048
Q7PFX7_ANOGA,78,329,PF01048
UTPP_CAEEL,46,290,PF01048
Q8T8S2_DROME,88,340,PF01048
Q4DKS7_TRYCC,36,342,PF01048
A5GCE6_GEOUR,29,310,PF01048
Q5LG76_BACFN,30,290,PF01048
Q5ZVM4_LEGPH,27,282,PF01048
A2E6V5_TRIVA,33,275,PF01048
A2EQ02_TRIVA,34,277,PF01048
E2RU95_GIAIC,27,276,PF01048
A0A0F7V4E5_TOXGV,29,292,PF01048
Q54UM3_DICDI,35,285,PF01048
Q035N5_LACP3,16,243,PF01048
Q83DJ5_COXBU,26,270,PF01048
A0LI68_SYNFM,37,255,PF01048
A9A0L8_DESOH,22,248,PF01048
Q1QFM8_NITHX,40,257,PF01048
Q0RIM4_FRAAA,19,241,PF01048
Q8DRK6_STRR6,33,249,PF01048
Q4UEE0_THEAN,21,253,PF01048
Q7MVU1_PORGI,25,242,PF01048
Q97Y30_SULSO,38,272,PF01048
MTN2_ARATH,15,241,PF01048
Q236P2_TETTS,19,250,PF01048
TRUA_BORBU,144,246,PF01416
G2KVW1_LACSM,146,250,PF01416
D6S461_9LACO,145,249,PF01416
Q1GBI7_LACDA,147,251,PF01416
TRUA_STRT2,144,248,PF01416
E3PTS9_ACESD,143,244,PF01416
A9KR47_LACP7,154,261,PF01416
R5QY72_9FIRM,142,243,PF01416
R7MGP6_9CLOT,141,242,PF01416
R6SQA2_9CLOT,142,247,PF01416
R5LIM1_9MOLU,142,244,PF01416
TRUA_RHOBA,150,263,PF01416
W8FAQ5_9BACT,142,244,PF01416
G0J255_CYCMS,170,272,PF01416
R6YKE1_9BACT,151,254,PF01416
R5B7R1_9BACE,142,244,PF01416
F2IBI6_FLUTR,142,245,PF01416
U5Q4E8_9BACT,143,272,PF01416
E6K079_PARDN,165,319,PF01416
A1A097_BIFAA,165,288,PF01416
M4RDW6_9BIFI,158,280,PF01416
B2HCX6_MYCMM,116,217,PF01416
D0L2F0_GORB4,165,267,PF01416
V9XFE1_9NOCA,144,245,PF01416
I4F3Q7_9ACTN,163,264,PF01416
R4SHZ3_AMYOR,137,237,PF01416
C7NKV8_KYTSD,175,277,PF01416
D5UIU2_CELFN,171,277,PF01416
F4H201_CELFA,176,282,PF01416
E2SG52_9ACTN,143,244,PF01416
F8AV03_FRADG,151,256,PF01416
A8LB03_FRASN,151,252,PF01416
E3J384_FRAIE,172,274,PF01416
S5VKZ6_STRC3,157,259,PF01416
E4NCL1_KITSK,167,277,PF01416
J7L9Z6_NOCAA,181,283,PF01416
Q47LM3_THEFY,171,273,PF01416
D2PU50_KRIFD,145,247,PF01416
D6Y547_THEBD,171,273,PF01416
C7MTX7_SACVD,175,275,PF01416
R6YTI2_9ACTN,167,274,PF01416
R7D547_9ACTN,160,267,PF01416
C7N8B1_SLAHD,164,271,PF01416
C8W7W7_ATOPD,180,287,PF01416
W0RJF0_9BACT,145,249,PF01416
L0JFK7_NATP1,139,239,PF01416
L7VKX6_CLOSH,145,247,PF01416
R6AJ50_9CLOT,53,155,PF01416
G7V946_THELD,143,246,PF01416
D5EE14_AMICL,142,246,PF01416
E6UBA0_RUMA7,138,240,PF01416
R6T617_9FIRM,143,245,PF01416
R5V7X3_9FIRM,143,245,PF01416
R7FC46_9FIRM,143,245,PF01416
R6MUF7_9FIRM,152,255,PF01416
R6GQT6_9CLOT,143,246,PF01416
R5CUD7_9FIRM,143,245,PF01416
E6U473_ETHHY,143,245,PF01416
R5USK6_9FIRM,144,246,PF01416
R6GXD8_9FIRM,101,203,PF01416
TRUA_LISMO,144,248,PF01416
TRUA_OCEIH,144,247,PF01416
C8WTU3_ALIAD,146,248,PF01416
TRUA_BACSU,144,246,PF01416
E6TTA5_BACCJ,144,246,PF01416
R5BIJ2_9FIRM,147,249,PF01416
E6SKW8_THEM7,185,287,PF01416
TRUA_DESVH,148,289,PF01416
F3YX25_DESAF,143,247,PF01416
M0RPF3_MUSAM,190,297,PF01416
K7MJW1_SOYBN,186,293,PF01416
B9S012_RICCO,216,323,PF01416
M1CLH0_SOLTU,191,298,PF01416
W1P4X5_AMBTC,165,272,PF01416
B9HMQ8_POPTR,202,309,PF01416
I1PU08_ORYGL,206,313,PF01416
G8NZ09_GRAMM,151,269,PF01416
F8KVL2_PARAV,144,248,PF01416
TRUA_CHLTR,147,249,PF01416
A5WGT0_PSYWF,178,280,PF01416
TRUA_METRJ,144,250,PF01416
C1N0D6_MICPC,186,350,PF01416
TRUA_GLUOX,166,268,PF01416
A9HKQ8_GLUDA,152,254,PF01416
TRUA_ACICJ,146,248,PF01416
Q2G494_NOVAD,150,252,PF01416
TRUA_MARMM,144,246,PF01416
TRUA_HYPNA,143,245,PF01416
TRUA_AZOC5,144,246,PF01416
TRUA_NITWN,144,246,PF01416
TRUA_METSB,144,246,PF01416
TRUA_ROSDO,144,250,PF01416
I7EWT1_PHAIB,144,250,PF01416
TRUA_PARL1,144,246,PF01416
TRUA_AGRVS,146,248,PF01416
L0EWI3_LIBCB,146,248,PF01416
V9TUS8_9PROT,145,248,PF01416
D8J1Z2_HERSS,183,285,PF01416
F4GU37_PUSST,140,242,PF01416
TRUA_METPP,142,244,PF01416
W8WXB2_CASDE,144,246,PF01416
TRUA_PARXL,143,245,PF01416
D5CUF9_SIDLE,142,244,PF01416
TRUA_NITEU,153,255,PF01416
G0AK18_COLFT,162,264,PF01416
TRUA_HERAR,157,259,PF01416
C5BL62_TERTT,165,267,PF01416
TRUA_WIGBR,143,245,PF01416
TRUA_BUCBP,147,249,PF01416
F7WZ68_9GAMM,142,244,PF01416
TRUA_IDILO,142,244,PF01416
TRUA_SHEAM,142,244,PF01416
TRUA_SHEDO,142,244,PF01416
TRUA_SHEFN,142,244,PF01416
D4ZME9_SHEVD,156,258,PF01416
F5ZCG7_ALTNA,143,245,PF01416
TRUA_PHOPR,142,244,PF01416
X2H5X8_9GAMM,145,247,PF01416
TRUA_BLOFL,143,245,PF01416
J7TS35_MORMO,154,256,PF01416
D3VKW0_XENNA,157,259,PF01416
R4I032_9GAMM,153,255,PF01416
TRUA_PSEHT,142,244,PF01416
K7ABN9_9ALTE,142,244,PF01416
TRUA_PSEA6,142,244,PF01416
B7J4T1_ACIF2,151,253,PF01416
I1XKU2_METNJ,142,244,PF01416
A4VKF3_PSEU5,161,263,PF01416
A6VWY3_MARMS,145,247,PF01416
L0GZH4_9GAMM,139,241,PF01416
D3S9Y9_THISK,145,247,PF01416
L0DV65_THIND,150,252,PF01416
M1FD85_9ALTE,159,261,PF01416
I2F378_9BACT,146,248,PF01416
B7G314_PHATC,295,411,PF01416
TRUA_METKA,120,222,PF01416
F8F005_TRECH,164,265,PF01416
F0Z7G4_DICPU,164,291,PF01416
W5JSH5_ANODA,175,301,PF01416
T1GHX6_MEGSC,120,244,PF01416
C3ZCR5_BRAFL,126,254,PF01416
G3TBS4_LOXAF,143,260,PF01416
PUSL1_MOUSE,168,285,PF01416
W5M2I8_LEPOC,162,280,PF01416
C4LSK6_ENTHI,189,292,PF01416
E5SDA6_TRISP,225,339,PF01416
J9B5A8_WUCBA,122,246,PF01416
Q54I97_DICDI,263,369,PF01416
G0QML4_ICHMG,9,124,PF01416
Q22TA6_TETTS,252,367,PF01416
S0E9J0_GIBF5,263,397,PF01416
S3C0J8_OPHP1,441,564,PF01416
U7PN02_SPOS1,277,398,PF01416
G2RHX6_THITE,307,440,PF01416
F7VPN4_SORMK,346,478,PF01416
G9MGE6_HYPVG,191,328,PF01416
M7T0T5_EUTLA,341,490,PF01416
G0RXY9_CHATD,291,424,PF01416
G2XG88_VERDV,319,425,PF01416
M1VU00_CLAP2,314,446,PF01416
E9ERL6_METRA,286,418,PF01416
S3DDP4_GLAL2,300,428,PF01416
A7F2S8_SCLS1,300,436,PF01416
B6H2I9_PENRW,298,404,PF01416
A1CL65_ASPCL,323,462,PF01416
G3Y0V6_ASPNA,325,468,PF01416
Q0CQF8_ASPTN,331,474,PF01416
B6Q3G4_TALMQ,348,491,PF01416
V5FRL3_BYSSN,338,481,PF01416
Q0URV4_PHANO,298,423,PF01416
U1GLF8_ENDPU,294,433,PF01416
H6BPS1_EXODN,387,553,PF01416
M3D8Q6_SPHMS,272,391,PF01416
M2ZVN8_PSEFD,265,383,PF01416
F9X010_ZYMTI,265,377,PF01416
N1PWA4_DOTSN,266,385,PF01416
M2N8Y6_BAUCO,310,446,PF01416
G1XKC7_ARTOA,294,422,PF01416
K0KSL0_WICCF,206,313,PF01416
YL85_SCHPO,229,338,PF01416
B6K2Z9_SCHJY,210,319,PF01416
J7R588_KAZNA,243,350,PF01416
I2H0H2_TETBL,231,338,PF01416
Q6FKS7_CANGA,233,340,PF01416
G0W644_NAUDC,229,336,PF01416
G8JWE4_ERECY,229,336,PF01416
Q750F7_ASHGO,229,336,PF01416
C5DBF6_LACTC,234,341,PF01416
C5DXE3_ZYGRC,227,334,PF01416
G3AP53_SPAPN,192,301,PF01416
G8BHM4_CANPC,228,335,PF01416
M3JU58_CANMX,204,311,PF01416
A3LX03_PICST,236,343,PF01416
G8YUT8_PICSO,222,329,PF01416
G3BDS2_CANTC,199,306,PF01416
G8BS98_TETPH,234,341,PF01416
D5GLN7_TUBMM,212,326,PF01416
F4P152_BATDJ,165,282,PF01416
C5L1W2_PERM5,189,294,PF01416
K3WGL0_PYTUL,679,792,PF01416
F6R255_CIOIN,281,394,PF01416
F7BZ33_HORSE,210,328,PF01416
V8PB40_OPHHA,210,327,PF01416
G1MQ86_MELGA,215,332,PF01416
F6ZXE9_XENTR,195,310,PF01416
B7Q752_IXOSC,155,271,PF01416
E9GYG4_DAPPU,216,329,PF01416
W5JGD2_ANODA,217,332,PF01416
J9K2I3_ACYPI,190,307,PF01416
A0A212FF28_DANPL,217,330,PF01416
K7ILU7_NASVI,210,326,PF01416
A7SJV8_NEMVE,233,356,PF01416
F0Y9R3_AURAN,159,264,PF01416
C5WYL0_SORBI,264,375,PF01416
M1D2V1_SOLTU,38,149,PF01416
C1MP05_MICPC,171,280,PF01416
A2EY58_TRIVA,166,272,PF01416
G7YVP0_CLOSI,166,280,PF01416
H2YEI4_CIOSA,215,329,PF01416
Q8I0W4_PLAF7,140,244,PF01416
TRUA_METMP,120,224,PF01416
TRUA_METBU,128,229,PF01416
D2RGH7_ARCPA,123,225,PF01416
F2KPN0_ARCVS,149,251,PF01416
U6EC37_9EURY,129,228,PF01416
F6D6J0_METPW,131,230,PF01416
M9SDJ9_METAX,130,229,PF01416
M4YQ19_THEXX,130,229,PF01416
TRUA_PYRAE,111,213,PF01416
Q22BB0_TETTS,161,280,PF01416
I7MKU1_TETTS,173,292,PF01416
A5E5G0_LODEL,240,354,PF01416
M3K4V8_CANMX,307,413,PF01416
R6GWK3_9FIRM,139,239,PF01416
TRUA_METI4,147,250,PF01416
R7F8E9_9CLOT,143,245,PF01416
R5PU58_9CLOT,143,245,PF01416
R5Y5V3_9CLOT,144,246,PF01416
R7GEK0_9CLOT,143,246,PF01416
R6N7L5_9CLOT,183,286,PF01416
R7FJ93_9CLOT,143,246,PF01416
TRUA_DESAP,146,248,PF01416
F6DPF5_DESRL,148,250,PF01416
B3E1I2_GEOLS,159,261,PF01416
R5QU17_9FIRM,143,245,PF01416
K4L3L4_9FIRM,173,275,PF01416
D4K010_9FIRM,142,247,PF01416
D4K9C4_9FIRM,142,247,PF01416
R7JZW3_9CLOT,158,275,PF01416
TRUA_SYNWW,143,245,PF01416
F0SNN9_RUBBR,145,266,PF01416
K4AF94_SETIT,1,192,PF14009
C5WMI2_SORBI,1,203,PF14009
K7W082_MAIZE,1,189,PF14009
I1PAK3_ORYGL,1,198,PF14009
I1H699_BRADI,1,181,PF14009
D7M453_ARALL,1,191,PF14009
U5D5P6_AMBTC,1,179,PF14009
I1NBB6_SOYBN,1,177,PF14009
I1JBG8_SOYBN,1,164,PF14009
I1L7Q4_SOYBN,1,184,PF14009
B9RNG0_RICCO,1,181,PF14009
B9I9K4_POPTR,1,182,PF14009
B9GSR7_POPTR,1,185,PF14009
F6HZ92_VITVI,1,184,PF14009
M1AI62_SOLTU,2,185,PF14009
W1NZE8_AMBTC,1,181,PF14009
M0U2C8_MUSAM,1,165,PF14009
K3ZA14_SETIT,1,175,PF14009
C5YV32_SORBI,1,185,PF14009
I1PXR1_ORYGL,1,168,PF14009
I1HGQ1_BRADI,1,178,PF14009
K3XM33_SETIT,1,197,PF14009
I1HQH1_BRADI,1,177,PF14009
I1NQR3_ORYGL,1,179,PF14009
M4CQB2_BRARP,1,172,PF14009
M4E4B1_BRARP,1,179,PF14009
M4DBX5_BRARP,1,180,PF14009
Q9LF49_ARATH,1,179,PF14009
F6HFK5_VITVI,1,175,PF14009
I1LEN5_SOYBN,1,174,PF14009
A9PGX2_POPTR,1,172,PF14009
B9HJ87_POPTR,1,173,PF14009
M1D0F5_SOLTU,1,175,PF14009
M1BE05_SOLTU,1,167,PF14009
B9SPY4_RICCO,1,167,PF14009
B9SPY7_RICCO,1,174,PF14009
B9H347_POPTR,1,172,PF14009
A9S9B6_PHYPA,1,176,PF14009
W1PTP1_AMBTC,1,180,PF14009
D7UDH7_VITVI,1,187,PF14009
M1ALX9_SOLTU,1,191,PF14009
Q9C9J8_ARATH,1,211,PF14009
D7KTV3_ARALL,1,212,PF14009
M4DIW2_BRARP,1,206,PF14009
M4D704_BRARP,1,203,PF14009
Q7XJ58_ARATH,1,206,PF14009
M4EAQ7_BRARP,1,208,PF14009
B9R8V8_RICCO,1,206,PF14009
B9GPL6_POPTR,1,209,PF14009
B9H5Y6_POPTR,1,207,PF14009
C5WZ90_SORBI,1,186,PF14009
K4AFL7_SETIT,1,184,PF14009
I1GMW3_BRADI,1,183,PF14009
M0YCB0_HORVV,1,174,PF14009
W5F9D6_WHEAT,1,177,PF14009
W5FE11_WHEAT,1,177,PF14009
I1H380_BRADI,1,178,PF14009
W5BHH0_WHEAT,1,186,PF14009
M8AYB0_TRIUA,1,187,PF14009
M7ZSE0_TRIUA,1,188,PF14009
I1Q7Q9_ORYGL,1,197,PF14009
C5X8N4_SORBI,1,194,PF14009
K3ZX40_SETIT,1,190,PF14009
M4ETL9_BRARP,1,163,PF14009
M0TL78_MUSAM,1,165,PF14009
M0T576_MUSAM,33,201,PF14009
W1P911_AMBTC,18,213,PF14009
F6HJ83_VITVI,18,222,PF14009
B9RG31_RICCO,18,213,PF14009
B9GMW5_POPTR,18,213,PF14009
U5D1Z4_AMBTC,1,176,PF14009
M0S5T5_MUSAM,9,183,PF14009
M0RTU9_MUSAM,1,184,PF14009
M0RPT6_MUSAM,1,183,PF14009
I1H5C4_BRADI,14,199,PF14009
K4AEF6_SETIT,15,205,PF14009
K7VI59_MAIZE,1,201,PF14009
C5WZP2_SORBI,11,208,PF14009
C5YXE2_SORBI,1,189,PF14009
M0VTY8_HORVV,1,192,PF14009
I1PV71_ORYGL,1,199,PF14009
I1HJX5_BRADI,1,193,PF14009
I1HVA0_BRADI,1,236,PF14009
I1HVA5_BRADI,1,237,PF14009
Q0JFZ1_ORYSJ,1,199,PF14009
K3XLR7_SETIT,1,204,PF14009
K4BSX6_SOLLC,1,187,PF14009
I1M743_SOYBN,1,192,PF14009
I1N143_SOYBN,1,186,PF14009
B9GG89_POPTR,1,186,PF14009
B9TF62_RICCO,1,182,PF14009
D7T157_VITVI,1,180,PF14009
I1GKY0_BRADI,89,289,PF14009
C5Z520_SORBI,6,209,PF14009
U5D2H4_AMBTC,9,200,PF14009
B9H0B3_POPTR,6,205,PF14009
M1A571_SOLTU,1,177,PF14009
I1K682_SOYBN,1,189,PF14009
B9RYM6_RICCO,1,196,PF14009
B9GL34_POPTR,1,194,PF14009
M4CTU7_BRARP,1,171,PF14009
K4CX36_SOLLC,1,205,PF14009
B9RNJ5_RICCO,1,189,PF14009
F6I2X8_VITVI,1,175,PF14009
M1AHF4_SOLTU,1,189,PF14009
M4CZ57_BRARP,1,170,PF14009
Q9LZC0_ARATH,1,172,PF14009
M4EZ51_BRARP,1,169,PF14009
Q8GY70_ARATH,1,171,PF14009
M4CNK0_BRARP,1,175,PF14009
W1NZ56_AMBTC,1,195,PF14009
D7SJ86_VITVI,1,194,PF14009
U5FJF0_POPTR,1,191,PF14009
B9H396_POPTR,1,190,PF14009
B9HJA1_POPTR,1,178,PF14009
I1KKS2_SOYBN,1,173,PF14009
A9SWS3_PHYPA,1,178,PF14009
D8RHD9_SELML,1,194,PF14009
U5FPE0_POPTR,1,169,PF14009
I1HBH7_BRADI,1,193,PF14009
K7V9T0_MAIZE,1,198,PF14009
Q5ZEM4_ORYSJ,1,195,PF14009
C6TJR4_SOYBN,1,166,PF14009
Q9LE02_ARATH,1,175,PF14009
M4EQF4_BRARP,1,182,PF14009
M4EAV9_BRARP,1,173,PF14009
E0ST03_IGNAA,6,221,PF06283
D3PYD2_STANL,32,243,PF06283
C9Z7T8_STRSW,3,217,PF06283
Q0S7Y7_RHOJR,3,216,PF06283
W0IWF8_9BACT,3,209,PF06283
I0IC11_PHYMF,3,218,PF06283
K9ZVL4_DEIPD,7,216,PF06283
D7CRC0_TRURR,3,214,PF06283
X5DF55_9BACT,43,252,PF06283
X5DEQ5_9BACT,43,253,PF06283
Q98IP5_RHILO,4,212,PF06283
Q2K358_RHIEC,3,211,PF06283
Q5WKI9_BACSK,3,214,PF06283
A0A068NRG1_9BACT,5,220,PF06283
F4A338_MAHA5,4,216,PF06283
F5Y963_TREAZ,4,218,PF06283
A9KHI5_LACP7,3,214,PF06283
C6CVT2_PAESJ,3,215,PF06283
D3E5F0_GEOS4,3,215,PF06283
L0EHL4_THECK,3,215,PF06283
Q9KEZ0_BACHD,5,217,PF06283
E3E636_PAEPS,3,215,PF06283
H6NBW2_9BACL,3,215,PF06283
S0EUB6_CHTCT,4,216,PF06283
C7QBE4_CATAD,13,225,PF06283
I0H6W8_ACTM4,2,211,PF06283
A0LR51_ACIC1,9,218,PF06283
G2PEA5_STRVO,7,216,PF06283
F6FQN3_ISOV2,7,219,PF06283
A0JR16_ARTS2,6,230,PF06283
B0RCF7_CLAMS,6,230,PF06283
F4F9N0_VERMA,5,229,PF06283
D1BHP7_SANKS,4,228,PF06283
E8NB75_MICTS,5,229,PF06283
Q9RJV1_STRCO,24,237,PF06283
W5W195_9PSEU,3,210,PF06283
C7Q513_CATAD,11,226,PF06283
L0DSI5_SINAD,43,247,PF06283
Q01VF6_SOLUE,35,262,PF06283
